Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6
Financial Analysis,The establishment of environmental courts and corporate dividend policy: a cross-country study,Yuxiang Zhong,Yuan Huang,Yueying Yuan,,,,Huazhong University of Science and Technology,The Hong Kong Polytechnic University,,,,
Financial Analysis,Who speaks when the future is uncertain? The role of ownership,Lucia Pierini,Gianfranco Siciliano,Suresh Radhakrishnan,Belén Villalonga,,,Luiss University,China Europe International Business School,University of Texas at Dallas,,,
Financial Analysis,Do stock index revisions impact credit markets? Evidence from the US corporate bond and CDS markets,Kai Chen,Ranjini Jha,Madhu Kalimipalli,,,,Wilfrid Laurier University,University of Waterloo,,,,
Financial Analysis,The effect of share repurchase regulations on earnings management: international evidence,Ni-Yun Chen,,,,,,,,,,,
Financial Analysis,Formal and informal language in earnings conference calls,Mengyang Guo,Kin Lo,,,,,The University of British Columbia,The University of British Columbia,,,,
Financial Analysis,Earnings-call Q&A dynamics and market consequences in analyst–CEO interactions,Javad Rajabalizadeh,Hannu Schadewitz,,,,,University of Turku,"Turku School of Economics, University of Turku",,,,
Financial Analysis,"Strategic communication of bad news: AI-measured tone, disclosure channels, and investor reactions to earnings downgrades",Han Donker,Yurim Lee,John Nofsinger,Laurel Orr,,,Central Washington University,Central Washington University,University of Alaska Anchorage,Alation,,
Financial Analysis,The virtual pivot: adaptive investor relations in the face of disruption,Nayana Reiter,Andrea Down,Aida Wahid,,,,University of Toronto,University of Toronto,University of Toronto,,,
Financial Analysis,The private information in public debt contracts,Isabella Brancaccio,Francesco Grossetti,Paul Demere,,,,Bocconi University,Bocconi University,Bocconi University,,,
Financial Analysis,Tax receivable agreements: implications for post-IPO firm behavior,Derin Yilmazatilla,,,,,,INSEAD,,,,,
Financial Analysis,Benevolent blunder: the (unintended) financial effects of IPO hasty investment,Siyang Tian,,,,,,University of Sussex,,,,,
Financial Analysis,Is the whole greater than the sum of its parts? Underpricing and long-run IPO performance,Andreas Charitou,Irene Karamanou,Gerald Lobo,George Loizides,,,University of Cyprus,University of Cyprus,University of Houston,University of Cyprus,,
Financial Analysis,"The price of a toast: social norms, fiduciary duty, and M&A premium decisions in China",Yugang Chen,,,,,,Sun Yat-Sen University,,,,,
Financial Analysis,Dividend signaling and local religiosity: the role of risk attitudes,Carmen Aranda,David Echeverry,Luiz Kabbach,Andrés Mesa Toro,,,University of Navarra,Universidad de Navarra,Kelley School of Business Indianapolis,,,
Financial Analysis,The impact of regulatory change on hedge fund performance,Fan Yang,,,,,,,,,,,
Financial Analysis,"Familiar partners, better forecasts? Analyst forecasts in repeated co-patent partnerships",Caroline Lee,Yuqi Han,Zhongnan Xiang,,,,Hanyang University,Wenzhou-Kean University,,,,
Financial Analysis,Beyond innovation: the impact of industry-university collaboration on firms’ cost of equity in China,Wenxin Liu,Wei Sun,Huili Zhang,Jigao Zhu,,,Beijing Normal University,China Agricultural University,Beijing Normal University,,,
Financial Analysis,Innovation culture and the corporate life cycle: evidence from U.S. tech firms,Victorya Maria Gomes,Robson Farias,Suliani Rover,,,,Federal University of Santa Catarina,Federal University of Santa Catarina,,,,
Financial Analysis,Trade credit and SME productivity: evidence from China,Kerui Zhai,,,,,,,,,,,
Financial Analysis,Dissemination of information by small caps,Dennis Böing,Urska Kosi,,,,,Paderborn University,,,,,
Financial Analysis,Supply chain common institutional ownership and suppliers’ cost stickiness: evidence from China,Chen Hua,Jian Huang,Yumin Li,Lei Zhu,,,Southwestern University of Finance and Economics,Southwestern University of Finance and Economics,Nanjing University of Science And Technology,,,
Financial Analysis,Index investing and disclosure: evidence from investor events,Lars Knorren,,,,,,,,,,,
Financial Analysis,Stock trading by U.S. individual investors: evidence from administrative tax data,Edward Maydew,Armstrong Daphne,Jeffrey Hoopes,,,,University of North Carolina at Chapel Hill,University of Michigan,,,,
Financial Analysis,3. Limited attention and retail investor participation: insights from same-day earnings announcements,Ying Lu,Junrui Zhang,,,,,Xi’an Jiaotong University,,,,,
Financial Analysis,1. When whispers hold weight: the credibility of bad vs. good rumors,Lei Chen,Xinlu Wang,Bohui Zhang,,,,Southwestern University of Finance and Economics,Jinan University,,,,
Financial Analysis,2. Tone dissonance across corporate disclosures and future business strategies,Shuo Feng,Bharat Sarath,,,,,Southwestern University of Finance and Economics,,,,,
Financial Analysis,"3. The sound of disclosure: CEO vocal emotions, bad news hoarding, and stock price crash risk",Tien-Shih Hsieh,Zhihong Wang,Jeong-Bon Kim,,,,University of Massachusetts Dartmouth,Clark University,,,,
Financial Analysis,1. As a role model: does government endorsement affect analyst forecast accuracy?,Junmin Hu,Wang Fangjun,,,,,Xi’an Jiaotong University,,,,,
Financial Analysis,2. U.S. sanctions and firm offshore activities: a firm-country analysis,Ling Tuo,Weiwei Wang,Joseph Zhang,,,,Old Dominion University,Weber State University,,,,
Financial Analysis,"3. Government debt, government ownership, and corporate cash dividends",Jing Lin,Yuetong Lu,Mingshan Zhou,Yunbi An,,,Southwestern University of Finance and Economics,Southwestern University of Finance and Economics,Zhongnan University of Economics and Law,,,
Financial Analysis,1. Supplier disclosures and customer performance,Pietro Bianchi Fedrigoni,Jake Krupa,Dhananjay Nanda,,,,Bocconi University,Tulane University,,,,
Financial Analysis,2. Corporate culture and insider trading profitability,Mabel D Costa,Ahsan Habib,Terry Harris,Dinithi Ranasinghe,Eric Tan,,Durham University,Massey University,Durham University,University of Otago,,
Financial Analysis,3. Suppliers’ innovation activity and customers’ operating efficiency,Yi-Hsing Liao,Teng-Sheng Sang,,,,,Chung Yuan Christian University,,,,,
Financial Analysis,"When capital crosses borders, so does knowledge",Mengfan Liu,Zheng Wang,Ray Zhang,Roni Michaely,,,Vrije Universiteit Amsterdam,City University of Hong Kong,Simon Fraser University,,,
Financial Analysis,Attributes of earnings adjusted for intangibles capitalization,Aneel Iqbal,,,,,,,,,,,
Financial Analysis,Populism and cross-border M&A,Wenjie Ding,Tuan Ho,Fangming Xu,Yunwen Zhou,,,University of Bristol,University of Bristol,University of Bristol,,,
Financial Analysis,Social media as a catalyst for market reactions: the impact of information facilitators in China,Fangzhuo Hou,Albert Tsang,Shuo Yan,,,,Southern University of Science And Technology,Southern University of Science And Technology,,,,
Financial Analysis,Bridging divisions: third places and corporate information democratization,Young Jun Cho,Shuai Xu,Holly Yang,,,,Singapore Management University,Singapore Management University,,,,
Financial Analysis,The role of social media analyst opinions in share repurchase decisions,Yirong Han,Chris Brooks,Liyi Zheng,,,,University of Bristol,University of Reading,,,,
Financial Analysis,How informative are value-at-risk disclosures for banks’ trading portfolio risk?,Hailey Ballew,Gerald Lobo,,,,,Rice University,,,,,
Financial Analysis,"Business strategy, debt maturity, and debt covenants",Changjiang Wang,Kexin Yu,,,,,University of Cincinnati,,,,,
Financial Analysis,Credit supply and lenders’ monitoring of borrowers’ conservative reporting: evidence from two recent credit booms,Yan Li,Yutao Li,Gerald Lobo,,,,Trent University,University of Lethbridge,,,,
Financial Analysis,Sentiment management: ai-based evidence from earnings guidance,Jonathan Berkovitch,Doron Israeli,Ron Kasznik,,,,Luiss University,Nazarbayev University,,,,
Financial Analysis,How artificial intelligence mitigates information asymmetry and optimizes capital structure,Kaitong Wu,Ming Tu,Adrian C H Lei,,,,University of Macau,University of Macau,,,,
Financial Analysis,AI adoption and stock price efficiency,Shengmin Hung,,,,,,,,,,,
Financial Analysis,Optimizing Altman Z-Score forecasting: evidence from China’s 2024 FDI liberalization in healthcare,Wen-Jye Hung,Yamin Wang,Pei-Gi Shu,Yan Wang,,,Minjiang University,Bentley University,Fu Jen Catholic University,,,
Financial Analysis,Bankruptcy prediction using machine learning models: firm complexity information perspective,Yun Hao,Tsung-Kang Chen,Yi Jie Tseng,Chih-Hsuan Chen,,,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,Fu Jen Catholic University,,,
Financial Analysis,From monitoring to exit: analysts’ strategic reactions to corporate bankruptcy in Europe and the United States,Diana Vazquez Espinosa,Franck Missonier-Piera,,,,,University of Fribourg,,,,,
Financial Analysis,Valuation effect of ESG: market sentiment or growth potential?,Xuerui Fang,Argyro Panaretou,Hui Xu,George Wang,,,Lancaster University,Lancaster University,Lancaster University,,,
Financial Analysis,Public firm presence and rounded offers in M&A,Xinyi Rao,Guojin Gong,Shuqing Luo,,,,The University of Hong Kong,University of Connecticut,,,,
Financial Analysis,Bank mergers and workplace safety: the ethical consequences of financial consolidation,Fangming Xu,Qimeng Zhang,Liyi Zheng,,,,University of Bristol,University of Bristol,,,,
Financial Analysis,Unlocking analysts’ risk insights,Hongping Tan,Mark Bradshaw,Ziwei Qiao,Changqiu Yu,,,McGill University,Boston College,Capital University of Economics And Business,,,
Financial Analysis,Discretionary cybersecurity-related disclosures and investors’ assessment of a firm’s systematic risk,Christof Neunsinger,,,,,,,,,,,
Financial Analysis,Financial analyst timeliness after corporate earnings announcements as a forecast quality signal,Nikolaos Floropoulos,,,,,,,,,,,
Financial Analysis,The EPS growth illusion: how analysts’ share count forecasts shape valuation perceptions,Dieter Hess,Nathalie Zährl,,,,,University of Cologne,,,,,
Financial Analysis,When a consultant becomes an analyst,Jiaxuan Chen,Ming Liu,Renzhe Zhang,,,,University of Macau,University of Macau,,,,
Financial Analysis,The causal effect of star rankings on analysts’ behavior: evidence from institutional investor’s industry sector changes,Jing Xue,Rubin Hao,Angie Wang,Marcus Kirk,,,Xi’an Jiaotong-Liverpool University,University of Macau,The Hong Kong Polytechnic University,,,
Financial Analysis,Attention to ESG matters: how information processing costs influence firm’s ESG investment,Pranav Yadav,,,,,,,,,,,
Financial Analysis,Transaction costs and the divergence between financial and real market volatilities,Minxing Zhu,Zongyuan Li,,,,,Zhejiang University,,,,,
Financial Analysis,Cost information design by a supplier,Ulf Schiller,Nico Sütterle,,,,,University of Basel,,,,,
Financial Analysis,Under pressure: the influence of the working environment on herd behavior,Louis Mangeney,Peter Fiechter,Annelies Renders,,,,IESEG School of Management,University of Neuchatel,,,,
Financial Analysis,Hiring frictions and cost behavior: evidence from salary history bans,Zhangfan Cao,Xiaoqian Li,Jeffrey Pittman,Cheng Zeng,,,University of Nottingham Ningbo China,Zhejiang Gongshang University,Memorial University of Newfoundland,,,
Financial Analysis,Labor leverage and debt contract provisions,David Weinbaum,,,,,,,,,,,
Financial Analysis,Adversarial stress tests of text-based disclosure measures: evidence from fraud detection,Ana Mickovic,Indranil Bhattacharya,,,,,University of Amsterdam,,,,,
Financial Analysis,LLMs as research assistants: the risk of topic-overclassification and effective mitigation strategies in financial disclosure research,Anne d’Arcy,Christian Haas,Nicolaus Wallner,,,,Vienna University of Economics and Business,University of Nebraska At Omaha,,,,
Financial Analysis,Is qualitative management guidance on business outlook informative? Evidence from a novel dataset,Lin Si,,,,,,,,,,,
Financial Analysis,Enhancing spare debt capacity via efficient carbon management,Paula Castro,Borja Amor-Tapia,Maria T. Tascon,,,,University of Leon,Universidad de León,,,,
Financial Analysis,From climate disaster to discipline: bank monitoring and climate disaster covenants,Clara Zhe Wang,,,,,,,,,,,
Financial Analysis,When the storm hits: climate–risk management in the insurance industry,Udi Lewkowicz,Dan Weiss,,,,,Tel Aviv University,,,,,
Financial Reporting,Strategic disclosure when beliefs diverge,Yasmin Kuhlmann,,,,,,University of Mannheim,,,,,
Financial Reporting,Public information and market coordination: the role of accounting reports,Mingxuan Ma,Hui Chen,,,,,University of Zurich,University of Zurich,,,,
