Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6,Uni_7,Uni_8,Uni_9,Uni_10,Uni_11,Uni_12,Uni_13,Uni_14,Uni_15,Uni_16
Financial Reporting,Beyond Earnings Quality: Evaluating the Quality of Voluntary Corporate Financial Reporting Practices,Weili Ge,Patricia Dechow,Sarah Mcvay,Wei Ting Loh,,,,,,,,,,,,,University of Washington,University of Southern California,University of Washington,,,,,,,,,,,,,
Financial Reporting,Narrative Disclosures: The Effects of Persuasion Strategy and Perceived Manager Age on Investor Judgments,Clarence Goh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,The Value of Financial Statements in Predicting the Innovation Performance of Early-Stage Technology-based Firms: A Machine Learning Approach,Bin Ke,Xinjie Ma,Yanbo Wang,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,
Financial Reporting,Is the Road to Sustainability Paved with Good Intentions? Effects of Scenario Analysis and Sustainability Actions on Managers’ Climate Risk Disclosure Decisi,Yanjia Yang,Feng Yeo,,,,,,,,,,,,,,,University of Bern,,,,,,,,,,,,,,,
Financial Reporting,Behind the Corporate Veil: How Business Groups Arbitrage ESG Disclosure Mandates,Stefano Cascino,Maria Correia,,,,,,,,,,,,,,,London School of Economics and Political Science,,,,,,,,,,,,,,,
Financial Reporting,Climate disclosure in financial statements,Maximilian A. Müller,Gaizka Ormazabal,Thorsten Sellhorn,Victor Wagner,,,,,,,,,,,,,University of Cologne,IESE Business School,LMU Munich,,,,,,,,,,,,,
Financial Reporting,Reporting Regulation and Market Perception,Elena Reck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Does Stock Liquidity Impact Non-GAAP Reporting? Evidence from a Natural Experiment,Byungki Kim,Kalin Kolev,Hangsoo Kyung,You-Il (Chris) Park,,,,,,,,,,,,,University of Queensland,"CUNY, Baruch College",Hong Kong Polytechnic University,,,,,,,,,,,,,
Financial Reporting,Are pre-restatement non-GAAP reporting choices determinants of market reactions to material GAAP restatements?,Christian Sofilkanitsch,Soenke Sievers,Jens Müller,Oliver Mehring,,,,,,,,,,,,,Nazarbayev University,affiliation not provided,Paderborn University,,,,,,,,,,,,,
Financial Reporting,CEO Overconfidence and Strategic Repetition from Notes to MD&A in 10-Ks,Javad Rajabalizadeh,Hannu Schadewitz,Antti Miihkinen,Nikolaos Tsileponis,,,,,,,,,,,,,University of Turku,University of Turku,University of Turku,,,,,,,,,,,,,
Financial Reporting,CEO Narcissism and Repetitive Language in MD&A Disclosures: Informative Reinforcement or Opportunistic Obfuscation?,Stergios Leventis,Nikolaos Tsileponis,Javad Rajabalizadeh,Reza Hesarzadeh,,,,,,,,,,,,,International Hellenic University,University of Bristol,University of Turku,,,,,,,,,,,,,
Financial Reporting,"CEOs Vocal Emotions, Textual Tones and Earnings Management: Evidence from Earnings Conference Calls",Zhihong Wang,Tien-Shih Hsieh,Jeong-Bon Kim,,,,,,,,,,,,,,Clark University,University of Massachusetts Dartmouth,,,,,,,,,,,,,,
Financial Reporting,The Net Impact of Legalizing Sports Betting on Public Finance,Daphne Lui,Zeping Pan,Hui Tan,,,,,,,,,,,,,,ESSEC Business School,ESCP Business School,,,,,,,,,,,,,,
Financial Reporting,The Intergovernmental Fiscal System and Local Firms’ Accounting Choices,Travis Chow,Weizhu Hou,Xin Wang,,,,,,,,,,,,,,University of Hong Kong,Renmin University of China,,,,,,,,,,,,,,
Financial Reporting,Relative Importance of Financial and Environmental Information in B2B Contracting: Experimental Evidence from Firms in Germany,Daniela Zipperer,Yuhan Liu,Jannis Bischof,Davud Rostam-Afschar,,,,,,,,,,,,,University of Mannheim,University of Mannheim,University of Mannheim,,,,,,,,,,,,,
Financial Reporting,"Externality Reduction, ESG Reporting, and Strategic NGO Communication",TheresaWittreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Can Reporting Drive Corporate Sustainability?,Martin Klosch,TheresaWittreich,,,,,,,,,,,,,,,UniversitätWien,,,,,,,,,,,,,,,
Financial Reporting,ESG Investors and Mandatory ESG Disclosures: Evidence from Human Capital Disclosures,Martin Zafiryadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,The Influence of Disclosure Tone on Loan Pricing and Structure in the Syndicated Loan Market,Ann Ling-Ching Chan,Vincent Chen,KevinWhee Ling Koh,,,,,,,,,,,,,,National Chengchi University,National Chengchi University,,,,,,,,,,,,,,
Financial Reporting,Earnings management behavior under multistage financial difficulties: From financial distress to zombification,DavidVeganzones,Eric Severin,Yves Mard,,,,,,,,,,,,,,ESCE,University of Lille,,,,,,,,,,,,,,
Financial Reporting,Beyond the Research Department: Brokerage Branches’Local Information Advantage and Analyst Forecast Quality,Xia Chen,An-Ping Lin,Yajing Tian,,,,,,,,,,,,,,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,
Financial Reporting,Media Interactions with Firms’ Executives,Ying Huang,Elsa Maria Juliani,,,,,,,,,,,,,,,INSEAD,,,,,,,,,,,,,,,
Financial Reporting,Exploiting Social Funds’ Desire for Impact through Imprecise Financial Climate-Risk Information,Lucas Mahieux,Volker Laux,,,,,,,,,,,,,,,Tilburg University,,,,,,,,,,,,,,,
Financial Reporting,Reliability-Relevance Trade Offs with an Attention-Constrained Manager,Ulrich Schäfer,Sebastian Fleer,,,,,,,,,,,,,,,UniversitätWien,,,,,,,,,,,,,,,
Financial Reporting,Attentive Market Timing,Mengdi Zhang,Yifei Mao,Hong Xiang,,,,,,,,,,,,,,Hong Kong Polytechnic University,Cornell University,,,,,,,,,,,,,,
Financial Reporting,Management Non-GAAP Revenue Guidance,Ted Christensen,Lynn Davis,Edgar Rodriguez-Vazquez,XiaoxiWu,,,,,,,,,,,,,University of Georgia,University of Georgia,"CUNY, Baruch College",,,,,,,,,,,,,
Financial Reporting,Institutional Ownership Concentration and Informational Efficiency,Yan Xiong,Yang Liyan,Zexin Zheng,,,,,,,,,,,,,,University of Hong Kong,University of Toronto,,,,,,,,,,,,,,
Financial Reporting,Financial Literacy and Earnings Informativeness: Evidence from Market Reactions to Earnings Announcements,Xiaoran (Jason) Jia,Kiridaran Kanagaretnam,CheeYeow Lim,Gerald Lobo,,,,,,,,,,,,,Wilfrid Laurier University,"York University,Schulich School of Business",Singapore Management University,,,,,,,,,,,,,
Financial Reporting,Exploring the Predictive Ability of Asymmetric Cost Behavior on AAERs,Andreas Charitou,Dimitrios Ntounis,Orestes Vlismas,,,,,,,,,,,,,,University of Cyprus,University of Southampton,,,,,,,,,,,,,,
Financial Reporting,Sinking in the Same Boat: Portfolio Overlap and Strategic Information Acquisition,Fan Wu,Mingxuan Ma,Haoran Liu,,,,,,,,,,,,,,Chinese University of Hong Kong,University of Zurich,,,,,,,,,,,,,,
Financial Reporting,Capital Market Effects of SEC Rules under Academic Influence,Jan Seitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Pressin’Down on CFOs: Experimental Insights into Materiality Decisions,Ilaria Martino,Alessandra Allini,,,,,,,,,,,,,,,University of Naples Federico II,,,,,,,,,,,,,,,
Financial Reporting,Top Management Team Diversity and Sustainability Reporting Quality,Lea Hagemeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,"IFRS Adoption, Accruals Reliability, and Cash Holdings: Insights from the United Arab Emirates",Imen Ben Slimene,Mundher Alhamood,,,,,,,,,,,,,,,"Université de Haute-Alsace,CREGO",,,,,,,,,,,,,,,
Financial Reporting,The Effects of Accounting Enforcement on the Informativeness of Capitalised R&D across IFRS Countries,Marvin Wee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Does the Disclosure of Supplier Finance Program Obligations Matter for Financial Reporting Quality?,Chia-Ling Chao,Shwu-Min Horng,,,,,,,,,,,,,,,National Chung Cheng University,,,,,,,,,,,,,,,
Financial Reporting,"Audit Fees, Firm Characteristics and Trends in Climate and Biodiversity Risk Disclosures: Evidence from Mandatory US Filings",Antti Miihkinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,How does media intervention influence firms’ information disclosure?,Yachang Zeng,Jihun Bae,Jingoo Kang,,,,,,,,,,,,,,Nanyang Technological University,Erasmus University Rotterdam,,,,,,,,,,,,,,
Financial Reporting,Investment Efficiency in the Context of Shareholder Primacy and Stakeholder Primacy Models,Zabihollah Rezaee,Saied Homayoun,Salem Boumediene,Salma Boumediene,,,,,,,,,,,,,"University of Memphis,Fogelman College of Business & Economics",University of Gävle,University of Illinois Springfield,,,,,,,,,,,,,
Financial Reporting,Can Banks Weather This Storm? The Effect of IFRS 9’s Prudential Filters on Banks’Incentives towards Corrective Actions,Sherif Elashmawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Reporting Transparency and Stability in Banks,Heylel-Li Biton,Eddie Riedl,Alan Jagolinzer,,,,,,,,,,,,,,Hebrew University of Jerusalem,Boston University,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The moral compass—The ethical foundations of action within Italian Savings Banks,Angela Nativio,Fabrizio Panozzo,Chiara Mio,,,,,,,,,,,,,,"Università Ca’ FoscariVenezia,Venice School of Management",Università Ca’ FoscariVenezia,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,A Principlist Perspective on the Ethicality of Management Control Systems,Veronica Casarin,Bernard Leca,Stefan Linder,,,,,,,,,,,,,,ESSEC Business School,ESSEC Business School,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,ESG Reporting Divergence,Qiang Cheng,Yun Lou,MengjieYang,,,,,,,,,,,,,,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The puzzle of ESG rating: disagreement and tendency,Jingxian Xie,Lei Tao,Ronita Ram,,,,,,,,,,,,,,University of Reading,University of Reading,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,"The More, the Better? Multiple Sustainability Reporting Standards and the Usefulness of Disclosures for Passive ESG Raters",Tami Dinh,Andreas Seebeck,RobinWolter,,,,,,,,,,,,,,University of St. Gallen,Constructor University,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Regulating Greenwashing,Shiyao Peng,Shan Zhou,Zhiyuan (Simon) Tan,,,,,,,,,,,,,,University of Sydney,University of Sydney,,,,,,,,,,,,,,
Financial Reporting,Unveiling the Sustainability Narrative in Earnings Conference Calls: Evidence from the Automotive Industry,Katrin Hummel,Blerita Korca,,,,,,,,,,,,,,,WUVienna,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Two roads diverged in a wood - Crossroads of valuation in deliberation processes,Fabrizio Panozzo,Angela Nativio,,,,,,,,,,,,,,,Università Ca’ FoscariVenezia,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The Impact of CEO Political Ideology on Firm-Level Climate Change Exposure: Evidence from Earnings Call,Cheol Lee,Parunchana Pacharn,Kareen Brown,Sohyung Kim,,,,,,,,,,,,,Wayne State University,Brock University,Brock University,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,"Federal judge ideology, ex ante litigation risk, and environmental disclosures during earnings conference calls",Kerstin Lopatta,Thomas Tammen,Sebastian Tideman-Frappart,,,,,,,,,,,,,,Hamburg University,Hamburg University,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Playing both sides: Navigating political uncertainty through bipartisan disclosures,Amir Amel-Zadeh,Kazbi Soonawalla,Qing Xia,,,,,,,,,,,,,,"University of Oxford,Saïd Business School","University of Oxford,Saïd Business School",,,,,,,,,,,,,,
Financial Reporting,Are U.S. Corporations Ready for the CSRD? A text analysis on 10-K filings,Simone Pizzi,Fabio Caputo,AndreaVenturelli,,,,,,,,,,,,,,Università del Salento,Università del Salento,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,CEO environmental experience and firms’ environmental disclosure,JoãoVictor Joaquim Dos Santos,Helena Isidro,,,,,,,,,,,,,,,University of the Balearic Islands,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Greening the economy through green loans: A club convergence approach,Silvia Gordano,Michele Lemme,,,,,,,,,,,,,,,University of Turin,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Gender diversity and corporate sustainability: How female presence makes a difference?,Ahmed Sarhan,Princess Bwanya,,,,,,,,,,,,,,,Northumbria University,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The Hunt for Talent: CSR Information in Job Advertisements,Lisa Lüttke,Vanessa Flagmeier,,,,,,,,,,,,,,,Humboldt University of Berlin,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Pressure Makes Disclosures: An International Business Perspective of Carbon Disclosure,Yijun Meng,ZiqiaoYan,,,,,,,,,,,,,,,Shanghai University of International Business and Economics,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Does sustainable performance matter for Non-Financial Disclosure readability? A Fog-Index analysis on Italian listed companies,Giuseppe Bifulco,Sara Trucco,Francesca Di Donato,,,,,,,,,,,,,,University of Milano-Bicocca,UNINT,,,,,,,,,,,,,,
Financial Reporting,How Board Gender Diversity Moderates the Effect of External Pressures on Environmental Reporting,Carlo Caserio,Isabel Gallego-Álvarez,M. Consuelo Pucheta-Martínez,Inmaculada Bel-Oms,,,,,,,,,,,,,eCampus,Universidad de Salamanca,University Jaume I of Castellón,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,COP and Climate Reporting: towards a new era of environmental transparency,Bastien David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Steering Banks Towards Sustainability—Combining a System and a Change Perspective,Katrin Hummel,Annette Krauss,,,,,,,,,,,,,,,WUVienna,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The construction of double materiality: the emerging boundary work and institutional work in new sustainability assurance practices,Sanjay Bissessur,Xiang Gao,Afonso Lobato Dionisio,Beer Manson,,,,,,,,,,,,,University of Amsterdam,Ernst & Young,Deloitte,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,"Carbon Emissions Reporting, Investment Incentives and Efficiency",Robert Goex,Alfred Wagenhofer,,,,,,,,,,,,,,,University of Zurich,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Does ESG-Linked Executive Compensation Influence ESG Decoupling?,Yasser Eliwa,Ahmed Saleh,Ahmed Hassan Ahmed,Tasawar Nawaz,,,,,,,,,,,,,Zayed University,Brunel University,University of Dundee,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Assessing the Costs of Industrial Decarbonization,Gunther Glenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Do Managers Learn from Analysts about ESG? Evidence from Earnings Conference Call,Jonghan Park,Jeonghu Pak,Jiyong Eom,Kevin Kim,,,,,,,,,,,,,CUHK-Shenzhen,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Deceptive Language in Climate-related Disclosures during Conference Calls,Bobae Choi,Arif Ahammed,Minzhi Wu,,,,,,,,,,,,,,University of Queensland,University of Newcastle,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Environmental Penalties and Green Talk: Evidence from conference calls,Chiara De Amicis,Sonia Falconieri,,,,,,,,,,,,,,,SKEMA Business School,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Unveiling the Dual Impact of Diversity & Inclusion: Boosting Financial Outcomes through Enhanced Environmental Performance,Eleonora Monaco,Luca Galati,Lorenzo Dal Maso,Marco Maria Mattei,,,,,,,,,,,,,University of Bologna,University of Bologna,University of Bologna,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,ESG Controversies and Corporate Value: Evidence from Luxury Fashion Scandals,Christina Ionela Neokleous,Mahmoud Elmarzouky,Doaa Shohaieb,,,,,,,,,,,,,,Aston University,University of St. Andrews,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Integrating the SDGs into Corporate Strategy: A Case Study of EDP Group,Helena Costa Oliveira,Marta Gomes,Isabel Maldonado,Susana Bastos,Paulino Silva,,,,,,,,,,,,"ISCAP, CEOS.PP",ISCAP,ISCAP / Universidade Portucalense / Universidade de Aveiro,"ISCAP, CEOS.PP",,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The Role of Board Cultural Diversity in Shaping the Impact of Anti-Bribery and Corruption Transparency on Financial and ESG Outcomes in FTSE 100 Firms,Ali Gerged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Do CEO and Board Benevolence Influence Corporate Employee-related Disclosures?,Pamela Kent,Ashesha Weerasinghe,Tammy Zunker,,,,,,,,,,,,,,Queensland University of Technology,Queensland University of Technology,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Circular Economy Reporting in the Automotive Sector Navigating Symbolic vs. Substantive Disclosures Under CSRD/ESRS E5 Requirements,Justyna Fijalkowska,Dominika Hadro,Silvana Secinaro,Davide Calandra,Michele Oppioli,,,,,,,,,,,,University of Social Sciences,Wrocław University of Economics and Business,University of Turin,University of Turin,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Sustainability reporting journey: Critics from the past and challenges for the future | A systematic literature review,Valentina Toscano,Federica Doni,Michela Magliacani,,,,,,,,,,,,,,University of Milano-Bicocca,University of Milano-Bicocca,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Settlingdissonance: Thechallengesofpursuingsustainabilityandcommercialviabilityinimpactratingagencies,Hind Hsissou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
